adult,belongs_to_collection,budget,genres,homepage,tmdb_id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",http://www.primalthemovie.com/,49958,tt1438534,en,Primal,"Anja and five friends join anthroplogy student, Dace, on a journey to study a remote, ancient rock painting. Their excitement vanishes when Mel becomes delirious after skinny-dipping in the waterhole. Feverish, bleeding, confused, she physically and mentally regresses to a vicious predatory state. Mel has gone primal. Mel’s lover and friends realise they are the prey as she savagely hunts them down. Before they can escape another one of them starts to regress, posing a hideous choice; kill their friends or be killed by them. Their only hope of survival is through a cave, where Anja learns too late the meaning of the ancient rock art they came to study.",1.851557,/mXq7G9GcemHVDpxDmwWDoVULdnQ.jpg,[],"[{'iso_3166_1': 'AU', 'name': 'Australia'}]",2010-08-26,0,80.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Evil Lies Within,Primal,False,5.1,37
False,,0,"[{'id': 18, 'name': 'Drama'}]",,44668,tt0024549,en,She Had to Say Yes,"Stenographers at a department store office are recruited to be ""customer girls"" who entertain out-of-town buyers. When Loretta Young becomes one of the girls things turn ugly with a customer.",0.064785,/tGRK9wdVkaW2j5vlE5B5MxsjGA6.jpg,"[{'name': 'First National Pictures', 'id': 3245}, {'name': 'The Vitaphone Corporation', 'id': 9329}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1933-07-15,0,65.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,She Had to Say Yes,False,0.0,0
False,,0,"[{'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,461088,tt5689610,fa,۵۰ کیلو آلبالو,"When the corrupted groom starts shooting in the wedding ceremony, guests try to run away. Aida and Davoud accidentally end up in a car that crashes a police car. Aida lies to the inspector that Davoud is her husband and that's where the story begins.",0.034119,/1Z7EKbHjny8KhfDKx6sQBlXMT9s.jpg,[],"[{'iso_3166_1': 'IR', 'name': 'Iran'}]",2016-03-22,0,89.0,"[{'iso_639_1': 'fa', 'name': 'فارسی'}]",Released,,50 Kilos of Sour Cherry,True,0.0,0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,53573,tt0022382,en,Sidewalks of New York,A dim-witted slumlord tries to reform a gang of urban boys (and impress an attractive young woman) by transforming their rough neighborhood into a more decent place.,0.001859,/65Mc6XPe0ReGq8UnRmiS7mTSsxr.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1931-09-26,0,74.0,[],Released,,Sidewalks of New York,False,0.0,0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,43850,tt0030063,en,The Divorce of Lady X,"The morning after a London barrister lets a mystery woman stay in his suite, a friend files for divorce.",0.167229,/hJIu073QhiXdxOYlmA07yNRPFRP.jpg,"[{'name': 'London Film Productions', 'id': 659}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1938-01-15,0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Divorce of Lady X,False,6.8,2
False,"{'id': 10194, 'name': 'Toy Story Collection', 'poster_path': '/7G9915LfUQ2lVfwMEEhDsn3kT4B.jpg', 'backdrop_path': '/9FBwqcd9IRruEDUrTdcaafOMKUq.jpg'}",30000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",http://toystory.disney.com/toy-story,862,tt0114709,en,Toy Story,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",21.946943,/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg,"[{'name': 'Pixar Animation Studios', 'id': 3}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-10-30,373554033,81.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Toy Story,False,7.7,5415
False,,80000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",http://www.shutterisland.com/,11324,tt1130884,en,Shutter Island,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by his troubling visions and also by a mysterious doctor.",15.813629,/kve20tXwUZpu4GUX8l6X7Z4jmL6.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Appian Way', 'id': 562}, {'name': 'Phoenix Pictures', 'id': 11317}, {'name': 'Sikelia Productions', 'id': 23243}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-02-18,294804195,138.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,Someone is missing.,Shutter Island,False,7.8,6559
False,,3800000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}, {'id': 53, 'name': 'Thriller'}]",http://www.sukiyakimovie.com/,13637,tt0906665,ja,Sukiyaki Western Django,"Several hundred years after the Battle of Dannoura, the Genji and Heike clans face off again in a poor mountain town with a buried treasure legend. A revolver-wielding stranger, a lone gunman, burdened with emotional scars and blessed with incredible skill, drifts into town and crosses paths with two warring clans who are both on the hunt for a hidden treasure in a remote western town. Knowing his services are valuable to either side, he offers himself to the clan who will offer up the largest share of the wealth.  Yoshitsune commands his Genji gang in white while Kiyomori leads his Heike gang in red. Expectations collide as the key players wonder which gang the gunman will join. Dirty tricks, betrayal, desire and finally, love, get jumbled together, as the situation erupts into a showdown.",9.239882,/bTScqie2wryohh4uZDPazdce2rC.jpg,"[{'name': 'Sony Music Entertainment Japan', 'id': 648}, {'name': 'Dentsu Inc.', 'id': 1778}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2007-09-15,2725258,121.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Sukiyaki Western Django,False,6.3,79
False,,0,[],http://nastystrangers.com/TimeAgain.html,274266,tt1388369,en,Time Again,"We have all made mistakes.  Little white lies that blow up in our face, being selfish to a loved one, or just drinking too much the night before.  Its all the same, eventually you wish you had a chance to do it over.  People say they can’t change the past, but what would you say if you were given the chance to make things right?  That is the question presented to a young waitress as she travels back in time, not just once, but three times, to save her older sister from being murdered.  TIME AGAIN takes the audience on a wild sci-fi adventure into the notorious criminal underworld.  After a young waitress receives strange coins for a tip, she inadvertently becomes embroiled in an underworld battle with a notorious criminal that leads to her death.  With the help of a mysterious old lady, the waitress's younger sister goes back in time to save her from being murdered.",0.009883,,[],[],2011-07-26,0,82.0,[],Released,"That was now, this is then.",Time Again,False,0.0,0
False,,5000,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",,22750,tt0033406,en,The Blood of Jesus,"Razz accidentally shoots his wife Martha when his hunting rifle drops on the floor and discharges. The church congregation gathers at Martha’s bedside to pray for her recovery, and during this period an angel arrives to take Martha’s spirit from her body, but she is tempted by the slick Judas Green, who is an agent for Satan.",0.039707,/pfs9ctsTyqLJ1wCTzkot13CMkuB.jpg,"[{'name': 'Sack Amusement Enterprises', 'id': 4137}, {'name': 'Amegro Films', 'id': 77574}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1941-04-26,0,57.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Mighty Epic Of Modern Morals!,The Blood of Jesus,False,5.0,1
False,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,31943,tt0070030,en,Emperor of the North Pole,"Hobos encounter a sadistic railway conductor that will not let anyone ""ride the rails"" for free.",3.272151,/r4i03RQmF50o6T4tP5mhWgPZAGg.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Inter Hemisphere', 'id': 5772}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1973-05-23,0,118.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,If you can ride Shack's Train and Live - You'll be...,Emperor of the North,False,6.8,30
False,,0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",,25079,tt0382114,ja,ユンカース・カム・ヒア,"Hiromi appears on the outside to be a mature, resilient girl, but on the inside she feels like she's falling apart. She hardly sees her parents at all, as they are always busy with work. Then she learns that her parents are considering a divorce and she may have to make the heartrending choice of deciding which parent to live with. On top of that, Hiromi's tutor, Keisuke (on whom Hiromi has a crush), is getting married, and Hiromi fears that she soon will be completely alone. She finds herself comforted by Junkers, an unusual dog with the ability to speak and grant her three wishes.",0.307422,/o9BhrBQO1zDg6vJZBiso0eq2zd8.jpg,"[{'name': 'Triangle Staff', 'id': 3530}, {'name': 'Bandai Visual', 'id': 5844}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1995-03-18,0,103.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Junkers Come Here,False,7.0,2
False,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",,43486,tt0038146,en,Sylvie et le fantôme,"A teenager becomes fixated on the handsome suitor who died in a duel for her grandmother's love. On her sixteenth birthday, her uncle oversees three men who pretend to be the ghost of the suitor to entertain her - but little do they know, the ghost of the suitor himself is roaming the castle halls......",0.004617,/f6IiG3nZ7TIfjaFQ9DCbqff3EO.jpg,[],"[{'iso_3166_1': 'FR', 'name': 'France'}]",1946-02-06,0,90.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Sylvia and the Ghost,False,0.0,0
False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",,29342,tt0075620,en,The Bees,"Corporate smuggling of South American killer bees into the United States results in huge swarms terrorizing the northern hemisphere. A small team of scientists work desperately to destroy the threat, but the bees soon mutate into a super-intelligent species that threatens the world.",0.621558,/4H3odEasZuZKDimxDMUafm8T8a9.jpg,"[{'name': 'New World Pictures', 'id': 1950}, {'name': 'Panorama Films', 'id': 5561}, {'name': 'A Bee One Productions', 'id': 21843}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1978-11-01,0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They prey on HUMAN FLESH!,The Bees,False,4.4,8
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,110283,tt0104874,ja,ミンボーの女,"A grand old Japanese hotel is trying to get a prestigious contract as the site of a summit meeting of important foreign officials. Unfortunately, this hotel is quite popular with the Yakuza (Japanese gangsters) and is a favorite target of theirs for extortion. They employ a variety of schemes to con the hotel out of 'hush-money.' The hotel needs to rid itself of the Yakuza and finally begins to fight back by hiring Mahiru Inoue, a lawyer who is an expert at dealing with these criminals on their own terms. This film by Juzo Itami combines action with farce, as an all-out war ensues. Written by Tad Dibbern",0.001586,/5EJURClk0HuKGHAGrt7VcIVZOVG.jpg,"[{'name': 'Toho Company', 'id': 882}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1992-05-16,0,123.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,Minbo: the Gentle Art of Japanese Extortion,Minbo: the Gentle Art of Japanese Extortion,False,4.5,1
False,"{'id': 124901, 'name': 'Hatchet Collection', 'poster_path': '/5bfVy15nzU4Q9rX3bekEadpy8CR.jpg', 'backdrop_path': '/f3q5nrEJrhRFr0c2proh8Q9x4xx.jpg'}",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",http://www.hatchetmovie.com/,11908,tt0422401,en,Hatchet,"When a group of tourists on a New Orleans haunted swamp tour find themselves stranded in the wilderness, their evening of fun and spooks turns into a horrific nightmare.",8.956081,/xRWRUZchxjttsNkGVZD2zGpihbJ.jpg,"[{'name': 'ArieScope Pictures', 'id': 3960}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2006-04-27,0,83.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Stay out of the swamp.,Hatchet,False,5.7,161
False,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",,26639,tt0083694,en,Britannia Hospital,"Britannia Hospital, an esteemed English institution, is marking its gala anniversary with a visit by the Queen Mother herself. But when investigative reporter Mick Travis arrives to cover the celebration, he finds the hospital under siege by striking workers, ruthless unions, violent demonstrators, racist aristocrats, and African cannibal dictator and sinister human experiments.",2.008448,/ypgbiLpe2NfkyDkSxYHF84pIa1U.jpg,"[{'name': 'EMI Films Ltd.', 'id': 538}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1982-05-27,0,116.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hu', 'name': 'Magyar'}]",Released,Will they ever recover...?,Britannia Hospital,False,7.5,13
False,,4000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,1879,tt0061735,en,Guess Who's Coming to Dinner,Matt and Christina Drayton are a couple whose attitudes are challenged when their daughter brings home a fiancé who is black.,5.032469,/fkHeYWahNbhxhuLefaAg553lYo5.jpg,"[{'name': 'Stanley Kramer Productions', 'id': 893}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1967-12-11,56666667,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A love story of today,Guess Who's Coming to Dinner,False,7.6,174
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,434336,tt4456270,en,The Sunshine Makers,"The story of Nicholas Sand and Tim Scully, the unlikely duo at the heart of 1960s American drug counter-culture.",0.787708,/d55zpzt7c2Oai8rKoW0stOVS5NB.jpg,[],[],2015-11-01,0,101.0,[],Released,,The Sunshine Makers,False,7.4,5
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",,9296,tt0258153,en,S1m0ne,"The career of a disillusioned producer, who is desperate for a hit, is endangered when his star walks off the film set. Forced to think fast, the producer decides to digitally create an actress ""Simone"" to sub for the star — the first totally believable synthetic actress.",5.759483,/mdHEOCSGPvwa9pYiV1ZDZ1ihj42.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Niccol Films', 'id': 27465}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-08-23,19576023,117.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A star is... created.,S1m0ne,False,5.5,266
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,13707,tt0007507,en,The Vagabond,"After passing the hat and taking the donations intended for German street musicians Charlie heads for the country. Here he finds and rescues a girl from a band of gypsies. The girl falls in love with an artist whose portrait is later seen in a shop by the girl's real mother. The mother and the artist arrive in a chauffeured auto and offer Charlie money for his services, money which he rejects.",4.023393,/nq0WhLVB1nPkTAJZwPhPqC9uUZV.jpg,"[{'name': 'Lone Star Corporation', 'id': 930}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1916-07-10,0,24.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Vagabond,False,6.3,25
False,"{'id': 8050, 'name': 'Highlander Collection', 'poster_path': '/mNIXoyFicGseg9NoG3NHKZolKze.jpg', 'backdrop_path': '/gY5NPUGGJJdaGPlEM6f2pfHNtit.jpg'}",25000000,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",,12211,tt0144964,en,Highlander: Endgame,"Immortals Connor and Duncan Macleod join forces against a man from Connor's distant past in the highlands of Scotland, Kell, an immensely powerful immortal who leads an army of equally powerful and deadly immortal swordsmen and assassins. No immortal alive has been able to defeat Kell yet, and neither Connor nor Duncan are skilled enough themselves to take him on and live. The two of them eventually come to one inevitable conclusion; one of them must die so that the combined power of both the Highlanders can bring down Kell for good. There can be only one... the question is, who will it be?",11.430964,/pFgdn4kwtgLjd73lXFtif7G2GWs.jpg,"[{'name': 'Davis-Panzer Productions', 'id': 2737}, {'name': 'Dimension Films', 'id': 7405}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-09-01,15843608,87.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'gd', 'name': ''}]",Released,"It will take two immortals to defeat the ultimate evil. But in the end, there can be only one.",Highlander: Endgame,False,4.4,107
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,24405,tt0109403,en,Chasers,"Military men Rock Reilly and Eddie Devane are tasked with taking a prisoner, blonde bombshell Toni Johnson, on what becomes an unforgettable road trip. Toni, an enlistee who's in trouble for deserting her unit, soon proves that she's craftier than most inmates.",9.85327,/mEG6fTyTjsA1vzTTqCXsiJzjdQ5.jpg,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Morgan Creek Productions', 'id': 10210}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-04-22,1596687,102.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It was supposed to be a routine prisoner transfer. But this was no ordinary prisoner.,Chasers,False,4.7,22
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,18165,tt0246404,en,The 24th Day,Tom and Dan's one-night stand turns into an intense power-play between captor and captive.,4.914501,/ocNjvdbiStUk987OemlMfhtnI2k.jpg,"[{'name': 'Nick Stagliano', 'id': 63714}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-05-06,0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The next lie you tell may be your last.,The 24th Day,False,7.0,25
False,"{'id': 115840, 'name': 'Would I Lie to You? Collection', 'poster_path': '/zHNB1c9ABRWhMknTuUXvz2XtV9B.jpg', 'backdrop_path': '/wJueJlh2mzbZYkjgR7jNBDfIXG6.jpg'}",4000000,"[{'id': 35, 'name': 'Comedy'}]",,39385,tt0120471,fr,La vérité si je mens !,"The sentimental and comedic adventures of Eddie, a non-Jew trying to pass as Jewish though totally ignorant of Jewish traditions, as he works in a Jewish community",5.099557,/5ONaZMbSjbKpogAd3JSeRq0u6fK.jpg,"[{'name': 'France 2 Cinéma', 'id': 83}, {'name': 'Orly Films', 'id': 354}, {'name': 'M6 Films', 'id': 1115}, {'name': 'Les Productions Jacques Roitfeld', 'id': 1527}, {'name': 'Canal+', 'id': 5358}, {'name': 'Vertigo', 'id': 23084}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1997-04-01,29456000,100.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,La verite!,La vérité si je mens !,False,6.3,98
False,,9000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,28978,tt0018773,en,The Circus,"Charlie, a wandering tramp, becomes a circus handyman and falls in love with the circus owner's daughter. Unaware of Charlie's affection, the girl falls in love with a handsome young performer. Charlie's versatility makes him star of the show when he substitutes for an ailing tightwire walker. He is discharged from the company when he protects the girl from her father's abuse, but he returns and appeals to the handsome performer to marry the girl. After the wedding the father prevails upon them to rejoin the circus. Charlie is hired again, but he stays behind when the caravan moves on.",6.714813,/3FywbVq2qGqbYHPCy2NJcOf0gmp.jpg,"[{'name': 'Charles Chaplin Productions', 'id': 1315}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1928-01-06,0,71.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Circus,False,8.0,119
False,,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",http://shinjukuincident.emp.hk/,20083,tt1075419,zh,新宿事件,"Iron Zhao aka Steelhead, a truck repairman from China's Northeast, and settles down as an illegal immigrant in Tokyo. After a series of run-ins with the Yakuza, he rises to power as the Don of Chinese illegal immigrants. However, things get out of control when he's foolish enough to believe in clean getaways in a world that offers none, and soon comes to seal his own fate.",4.382125,/8zWliijoTsk3kUdUJpbjqWgV617.jpg,"[{'name': 'JCE Movies', 'id': 5649}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",2009-03-22,0,119.0,"[{'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,They destroyed his life... Now he'll destroy them all.,Shinjuku Incident,False,6.7,68
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",,21352,tt0109120,en,Andre,"The true story of how a marine seal named Andre befriended a little girl and her family, circa 1962.",3.139316,/uo5BozBpQfKXGLPUeUkwBGLG0XW.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-08-17,0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The greatest adventure is finding your way home.,Andre,False,5.0,31
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,148353,tt0290591,es,En construcción,"""En construcción"" its that kind of documentaries that change your perspective of things. It's not a documentary to learn how a building is lift up, but how humans and there souls are made up. So, don't think about BBC or michael moore stuff when you are about to see it. I must say this is not a documentary for everyone. And not a documentary for every day. You will need to be in the mood to be opened and receptive to this subjective message that ""en construccion"" tries (and gives) to pass.",0.65959,/wY3wZp5JbLGWZT0XP7WO86awOOA.jpg,[],[],2001-10-19,0,125.0,"[{'iso_639_1': 'ca', 'name': 'Català'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,Work in Progress,False,7.2,5
False,,0,"[{'id': 18, 'name': 'Drama'}]",,242475,tt0029941,en,Boy of the Streets,"Cocky young street kid worships his father, a sleazy political operative.",0.518396,/4exUv2YyP2V2epc9x4LPhwfvW8Z.jpg,"[{'name': 'Monogram Pictures', 'id': 4395}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1937-12-08,0,76.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,CHUCK WANTED TO BE A BIG SHOT LIKE HIS OLD MAN...until one day...he learned the old man was a two-bit stooge!,Boy of the Streets,False,3.0,1
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",http://www.afterthereality.com/,416987,tt3794392,en,After the Reality,The life of a contestant on a 'Bachelorette' style reality show is thrown into turmoil when the sudden death of his father forces him to quit the series prematurely and reconnect with his estranged sister at the family cabin.,0.403409,/q4bJxBV1PNlk9Vs7WGDzShIFX0k.jpg,"[{'name': 'USofAnderson I', 'id': 81604}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-04-21,0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He went on TV show. She took care of Dad. And now the reality is starting to air...,After the Reality,False,6.0,2
False,,15000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",,10800,tt0944834,fr,Chasseurs de dragons,"Dragon Hunters is a fantastic tale telling the adventures of two dragon hunters: the world has become a vast conglomerate of islands of varying size and shape. This babbling universe is mainly peopled with ruthless rogues, surly peasants and illiterate, petty lords Their main concerns revolve around two fundamental rules : Eat and don't get eaten.",10.938912,/bhHhTCh43aT3kAeknSd5T5BcZcJ.jpg,"[{'name': 'Futurikon', 'id': 2613}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2008-03-19,0,80.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,Dragon hunting isn't a fairy tale,Dragon Hunters,False,6.5,131
False,,0,"[{'id': 10752, 'name': 'War'}]",,16912,tt0047945,en,The Colditz Story,"Allied prisoners attempt to excape from an ""escape-proof"" German POW camp - Colditz Castle, during WWII. Classic British War drama.",0.746613,/yLeEVpgapcRBzUdeZdSWAe3fYLg.jpg,"[{'name': 'Ivan Foxwell Productions', 'id': 20826}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1955-01-25,0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'pl', 'name': 'Polski'}]",Released,,The Colditz Story,False,7.2,11
False,"{'id': 2248, 'name': 'Torrente Collection', 'poster_path': '/crCyDVyXc4kVyO2a0Tk5fposzm8.jpg', 'backdrop_path': '/hm4yNDojfPUi34OKLEsHiweM0iT.jpg'}",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,1284,tt0257231,es,Torrente 2: Misión en Marbella,For this second film in the cult comedy series Torrente takes our fat police officer from Madrid to Marbella in Spain to investigate a villain’s plot to destroy the city with a missile. This James Bond style slapstick comedy became the most successful box-office film in Spanish film history beating out only the first Torrente film.,5.854434,/yJyBsGqQow7vGTD8FbntQOzwJP4.jpg,"[{'name': 'Lolafilms', 'id': 6861}, {'name': 'Amiguetes Entertainment', 'id': 7864}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",2001-03-30,0,99.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,Torrente 2: Mission in Marbella,False,6.3,41
False,,0,"[{'id': 18, 'name': 'Drama'}]",http://miramax.com/americanson/,22819,tt1037004,en,American Son,"The story of a young Marine, fresh from Camp Pendleton, who is forced to confront the complexities of adulthood and a volatile home life during a four-day Thanksgiving leave.",1.439634,/c88DNGNybhcCkCnM3uM7ycphRCY.jpg,[],[],2008-01-01,0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,American Son,False,4.4,4
False,"{'id': 374509, 'name': 'Godzilla (Showa) Collection', 'poster_path': '/scvwS6k8gIW8w24UcmePQqVL10l.jpg', 'backdrop_path': '/dx9YSup5zEOjxYwG4UkYBVAZIXo.jpg'}",0,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",,15766,tt0058544,ja,三大怪獣　地球最大の決戦,"The 5th film in the original Godzilla franchise marked a turning point in the series.  Godzilla, Rodan and Mothra must put aside their quarrelsome ways to become allies and defend earth from 3 headed Dragon King Ghidorah.",2.07226,/bsq8AQbvD1R1bjYPZcy0WePWQWC.jpg,"[{'name': 'Toho Company', 'id': 882}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1964-12-20,0,92.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,"The Three-Headed Monster battles Godzilla, Mothra and Rodan for the world!","Ghidorah, the Three-Headed Monster",False,6.2,32
